PID	P_1_freq	M_1_freq
V559	0	0
V559	0	0
V559	0	7
V559	0	0
V559	0	6.5
V559	0	5
V559	0	5.2
V559	1.5	4
V559	2.7	6.3
V559	0	6
V559	0	6.8
V559	0	41.5
V559	0	38.2
V559	8.5	0
V559	0.9	3.4
V559	0	5.7
V559	29.4	34.8
V559	0	4.5
V559	0.4	3.2
V559	73.1	85.8
V559	0	7.1
V559	0	9.1
V750	1.5	0
V750	0	0
V750	20	68.6
V750	0	0
V750	0	9.1
V750	0	0
V750	0	0
V750	0	0
V750	17.2	37.5
V750	25	63.3
V750	0.7	1.2
V750	0	0
V750	0	0
V750	0	0
V750	0	0
V750	0	0
V750	0.7	7.9
V750	7.9	0
V750	0	0
V750	0	0
V750	0	0
V750	0.6	0
V750	0	0
V750	17.8	28.2
V750	0	0
V750	0	0
V750	0	0
V750	0	8.2
V750	0	6.5
V750	0	0
V750	0	0
V750	0	0
V750	0	0
V750	0	0
V750	20.5	41.4
V750	10.5	0
V750	11.6	45.2
V750	0	0
V750	0	0
V750	0	10.9
V750	0	0
V750	0.8	0
V750	0	0.9
V750	0	0
V750	0.4	4.7
V750	0	0
V750	0.4	3.4
V750	0.5	3.7
V750	0	0
V750	2	4.2
V750	0.5	3.9
V750	0.6	4.8
V750	0	3.7
V750	1	0
V750	0	0
V750	0	6.5
V750	0	4.4
V750	0	0
V750	0	0
V750	0	6.3
V750	0	0
V750	0	0
V750	28	78.2
V750	2.7	5.4
V750	0	0
V750	1.2	0.8
V750	0	0
V750	0	0
V750	0	0
V750	21.9	72.3
V750	2.4	14.5
V750	13.6	0
V750	0	0
V750	4.7	0
V750	0	24.3
V750	0	5.2
V750	3.7	0.4
V750	0.9	0
V750	0	7.1
V750	0	0
V750	11.7	29.2
V750	0	1.3
V750	0	0
V750	0	0
V750	0	8.5
V750	8.3	14.3
V750	0	4.6
V750	0	0
V750	0	0
V750	0	5.1
V750	0	6.5
V750	1	0
V750	0	0
V750	22.5	75.3
V750	0	5
V750	6.6	0
V750	0	4.1
V750	1.8	7.6
V750	0	4.8
V750	0	43.1
V750	1.8	0
V750	1.6	15.1
V750	3.4	25.5
V750	3.5	16.5
V750	3.4	0
V750	0	0
V750	5.7	0
V750	26.8	42.7
V750	0	0.9
V750	0	0
V750	3	0
V750	7.5	0
V750	18.6	49.5
V750	18.6	49.1
V750	0	5.1
V750	0	20
V750	2.3	0
V750	0	0
V750	0	0
V750	1.3	0
V750	0	0
V750	0	0
V750	0	4.9
V750	0	0
V750	0	5.3
V750	0.5	0
V750	1.1	0
V750	0	0
V750	0	0
V750	0	0
V750	0	0
V750	0	1.3
V750	0	0
V750	0	11.8
V750	0	1.7
V750	0	38.9
V750	0	0
V750	0	0
V750	0	0
V750	0	0
V750	1	0
V750	0	2.9
V750	0	8.3
V750	0	0
V750	2.1	0
V750	5.9	18.8
V750	2.1	0
V750	0	6.5
V750	0	9.5
V750	0	0
V750	0.7	7.8
V750	0	0
V750	25.8	100
V750	0	0
V750	1.3	0
V750	8.9	0
V750	0	0.7
V750	0	0
V750	0	0
V750	15.9	67.3
V750	0	5.3
V750	0	0
V750	15.5	29.1
V750	2	0
V750	0	0
V750	0	0
V750	0	0
V750	0	0
V750	0	0
V750	0	0
V750	4.5	0
V750	0	0
V750	0	0
V750	2	0
V750	13.4	38.1
V750	0.6	4.5
V750	0.6	3.8
V750	0	4.8
V750	6.1	30.6
V750	0.2	0.6
V750	11.7	37.9
V750	0	0
V750	0	0
V750	0	0
V750	0	0
V750	0	0
V750	0	0.8
V750	0.4	1.1
V750	10.8	37.2
V750	0	0
V750	0	0
V750	0	2.4
V750	0	0
V750	0	0
V750	0	0
V750	0	8.3
V750	0	0
V750	0	2.9
V750	0	0
V750	0	0
V750	10.3	7.7
V750	0	1.5
V750	0	0
V750	14.3	0
V750	0	5
V750	0	0
V750	0	2
V750	0	0
V750	0	0
V750	0	0
V750	0	0
V750	0.5	0
V750	2.6	0
V750	0	0
V750	0.6	0
V750	5.7	0
V750	0	0
V750	6.2	0
V750	44.1	98.7
V750	0	62.9
V750	0	0
V750	0	0
V750	21.5	100
V750	0	0
V750	35	97.1
V750	0	0
V750	0	0
V750	0.8	0
V750	6.5	0
V750	0	7
V750	0	0
V750	1.2	1.9
V750	0	2.5
V750	8.4	0
V750	39.4	97.1
V750	0	0
V750	0	0
V750	0	0
V750	0.5	0
V750	0	0
V750	17	55.4
V750	0	3.4
V750	0	0
V750	3.5	26.7
V750	0	0
V750	0	0
V750	14	32
V750	0	0
V750	0	6.1
V750	27.7	62.5
V750	0	1.5
V750	5.4	0
V750	1	0
V750	0	0
V750	0	0
V750	0	0
V750	10.9	29.8
V750	0	4.6
V750	0	0
V750	3.5	30
V750	0	1
V750	0	0.9
V750	0	30.1
V750	0	0
V750	0	0
V750	0	0
V750	0	0
V750	0	2.2
V750	7	15.4
V750	21.9	56.1
V750	3.7	23.9
V750	0	36
V750	0	2.2
V750	0	43.7
V750	0	0
V750	0	4.3
V750	0	1.4
V750	0	0
V750	0	0
V750	23	58.9
V750	0	16.1
V750	1.1	0
V750	4.6	35
V750	0	0
V750	0	0
V750	0	4.8
V750	0	0
V750	2	0
V750	0	5.8
V750	8.6	0
V750	0	0
V750	0	0
V750	14.5	48.4
V750	0	0
V750	0	0
V750	0	0
V750	0	0
V750	1.8	0
V750	0	10
V750	0	0
V750	26.1	61.9
V750	0	4.3
V750	11.2	96.6
V750	0	0
V750	1.5	0
V750	0	0
V750	10.2	0
V750	0.3	5.1
V750	0.1	4.7
V750	0	0
V750	0	6.6
V750	0	0
V750	5.3	0
V750	0	0
V750	1.6	0
V750	0	0
V750	0	0
V750	8.2	0
V750	10.2	0
V750	0	0
V750	0	0
V750	0	0
V750	0	0.5
V750	0	0
V750	19.4	0
V750	0	0
V750	11.4	0
V750	0.9	1
V750	0	6.4
V750	0	0
V750	0	0
V750	12.2	0
V750	0	0
V750	0	1.3
V750	0	0
V750	26.4	100
V750	0	5.4
V750	0	0
V750	0.9	0
V750	0	0
V750	23.9	0
V750	0	0
V750	29.7	97.4
V750	0	0
V750	10.2	2
V750	0	0
V750	1.1	0
V750	0	0
V750	1	8.2
V750	16.7	100
V750	8.7	0
V750	8.7	0
V750	0	0
V750	0	0
V750	0	0
V750	0	0
V750	1.2	24.2
V750	2.1	0
V750	0	0
V750	0	0
V750	0	0
V750	0	0
V750	0.9	5.6
V750	5	3.8
V750	0.8	5.2
V750	0	2.6
V750	0	7.5
V750	0	2
V750	1.6	0
V750	0.8	0
V750	0	0
V750	0	0
V750	16.2	32
V750	0	1.9
V750	0.8	6.1
V750	1.2	4.6
V750	0	5.4
V750	0	1
V750	0	0
V750	0	0
V750	0	0
V750	0	0
V750	0	0
V750	21	34.7
V750	0	0
V750	0	0
V750	0	1
V750	0	0
V750	22.2	52.2
V750	3.4	0
V750	0	7.2
V750	0	0
V750	0	5
V750	0	3.5
V750	0	0
V750	0	0
V750	5.6	0
V750	0	0
V750	16.7	100
V750	6.9	0
V750	12.5	90.9
V750	0	0
V750	0	0
V750	0	0
V750	0	1.4
V750	0	10
V750	0	36.8
V750	11.9	30.2
V750	0	0
V750	0	7.2
V750	0	0
V750	0	0
V750	45.6	67.9
V750	0	12.3
V750	0	1.2
V750	4.7	0
V750	0	3.8
V750	0	1.9
V750	1	0
V750	0	0
V750	0	0
V750	9.8	0
V750	0	5
V750	24.8	54.5
V750	0	0
V750	0	0
V750	1.7	0
V750	0	0
V750	0	0
V750	0	0
V750	0.9	5.6
V750	0	0
V750	21.7	59.4
V750	1	0
V750	0	0
V750	29.3	56.7
V750	1.1	25.6
V750	0	26.3
V750	0	7.8
V750	5.2	0
V750	1.9	0
V750	1.1	0
V750	1.7	0
V750	0	0
V750	0	0
V750	0.5	0
V750	0	1.7
V750	0	0
V750	0.7	0
V750	0	4.7
V750	0	0
V750	0	0
V750	0	0
V750	13	0
V750	6.9	32
V750	14	0
V750	0	0
V750	0	0
V750	0	6.4
V750	0	0
V750	0	0.7
V750	18.8	33.9
V750	0	8.3
V750	0	0.9
V750	0	0
V750	0	7.3
V750	0	0
V750	0	33.8
V750	0	0
V750	0	6.1
V750	0	0
V750	0.4	0.9
V750	15.9	61.8
V750	0.7	0
V750	0	0
V750	1.2	0
V750	0	2.9
V750	0	0
V750	0	0
V750	0	1.6
V750	5.5	0
V750	0	0
V750	10.7	0
V750	0	8.3
V750	17.4	61.2
V750	10.3	77.8
V750	0.7	0
V750	4.1	0
V750	23.6	22.1
V750	27	34.4
V750	4	0
V750	0	3.7
V750	8.7	0
V750	0	0
V750	0	0
V750	0	0
V750	0	0.6
V750	0.9	0
V750	0	0
V750	0	0
V750	0	5.9
V750	10.5	64.3
V750	9.7	27.4
V750	6	0
V750	24.2	75.7
V750	0	0
V750	0	1.5
V750	0	0
V750	14.4	34.7
V750	0	0
V750	0	0
V750	0	0
V750	0	1.3
V750	0	0
V750	8.8	26.9
V750	0	0
V750	3.4	0
V750	4.6	36
V750	26.1	62.3
V750	0	0
V750	12.4	27
V750	0	0
V750	0.4	0.7
V750	0	5.8
V750	0	0.6
V750	0	6.8
V750	1.7	0
V750	0	0
V750	0	0
V750	0	0
V750	0	0
V750	0.8	0
V750	0	1.1
V750	0	0
V750	0	0
V750	0.8	0
V750	0	0
V750	0	0
V750	0.9	0
V750	7.1	0
V750	4.1	2.7
V750	0	5.6
V750	0	1.4
V750	1.2	0
V750	0	0
V750	0	0
V750	0	0
V750	0	6.2
V750	0.4	0
V750	2.6	0
V750	0	0
V750	0	0
V750	8.3	31.6
V750	0	0
V750	0	0
V750	13.7	73.5
V750	0	17.4
V750	18.8	0
V750	23.2	70
V750	10.2	22.3
V750	26	71
V750	0	0
V750	0	0
V750	0	0
V750	0	0
V750	0	0
V750	0.9	3.8
V750	0	8.2
V750	0	4.9
V750	0	0
V750	3.5	4.6
V750	18.3	66
V750	0.9	0
V750	0	5.6
V750	0	0
V750	1	6.4
V750	0	0
V750	0	0.8
V750	0	19.6
V750	0	2.6
V750	7.5	21.4
V750	0	2.2
V750	25.5	66.7
V750	0	0
V750	0.6	29.7
V750	0	7.2
V750	0	0.7
V750	0	0
V750	0	0
V750	0	0
V750	0.5	0
V750	0	3.1
V750	0	0
V750	0	0
V750	0	0
V750	0	4.4
V750	15.2	38.9
V750	0	25.7
V750	0	0
V750	0	27.4
V750	15.7	37
V750	14.6	29.3
V750	0	0
V750	37	64.4
V750	0	5.5
V750	0.9	13
V750	0	0
V750	13.7	70.8
V750	0	2
V750	0	0
V750	0	0
V750	0	0
V750	0	0
V750	1	0
V750	0	0
V750	8.1	0
V750	0	1.2
V750	1.8	0
V750	0	1.1
V750	2.2	0
V750	0.8	0
V750	12.5	24.2
V750	0	5.9
V750	21.2	58.8
V750	0	2.3
V750	0	0
V750	0	1.4
V750	0	0
V750	0	0
V750	0	0
V750	9.3	33.7
V750	0	0
V750	0	0
V750	2.7	25.6
V750	1.4	0.8
V750	9.1	47.1
V750	1.6	0
V750	1.2	0
V750	15	53.2
V750	20	29.6
V750	0	6.4
V750	0	0
V750	0	4.4
V750	6.4	8.3
V750	0	0
V750	0	0
V750	0	1
V750	0.3	4.1
V750	0	0
V750	0	0
V750	0	23.9
V750	8.3	0
V750	0	0
V750	11.1	35.6
V750	3.2	0
V750	0	6.7
V750	0	7.7
V750	0	0
V750	0	0
V750	0	0
V750	0	0.6
V750	1.9	75.6
V750	0	0
V750	20.5	44.6
V750	0	0
V750	11.1	0
V750	0	0
V750	0	0
V750	0.8	4.5
V750	0	0
V750	0	0
V750	0	1.7
V750	4.4	50
V750	0.8	6
V750	0	0
V750	1.6	0
V750	0	0
V750	0	0
V750	0	0
V750	4.9	37.1
V750	0	0
V750	0	0
V750	0	0
V750	0	0
V750	0	10.7
V750	0	12.5
V750	1.4	0
V750	25	93.5
V750	0	0
V750	0	6.6
V750	1.6	7.5
V750	0	0
V750	0.4	1.6
V750	0.9	0
V750	0	0
V750	2.4	0
V750	0.4	3.4
V750	0.5	3.7
V750	0	4.1
V750	2.1	6
V750	0	0
V750	9.1	20.4
V750	0	0
V750	0	0
V750	0	0
V750	0	0
V750	8.4	1.3
V750	25.9	35
V750	0	0
V750	0	0
V750	0	0
V750	0.8	1.1
V750	0	0
V750	0	4.3
V750	19	27.8
V750	0	2.3
V750	1.2	2.3
V750	0.5	0
V750	22.6	64.5
V750	0	0
V750	21	64.4
V750	0	0
V750	0	0
V750	1.7	0
V750	0	4.9
V750	0	0
V750	0.5	0.9
V750	0	0
V750	0	0
V750	0	4.2
V750	0	0
V750	1	0
V750	0	0
V750	0	0
V750	0	0
V750	0	15
V750	0	5.6
V750	0	0
V750	0	0
V750	1.9	7.4
V750	0.6	5.2
V750	0	9
V750	0	0
V750	0	0
V750	33.7	97.6
V750	27.1	98.2
V750	0	0
V750	0.6	5.5
V750	0	4.1
V750	1	1.2
V750	0	0
V750	5.3	0
V750	0	9.8
V750	0	8.4
V750	0	8.2
V750	0	20.9
V750	0	1.4
V750	0	0.6
V750	0	0
V750	0	0
V750	5.3	0
V750	11.7	20.3
V750	11.5	20
V750	1.5	7.5
V750	0	7.6
V750	1.1	5.6
V750	4.2	0.7
V750	2.1	5.5
V750	0.8	1.1
V750	22.2	44.4
V750	0	0
V750	0.7	0
V750	41.7	62.5
V750	0.4	0
V750	10.5	0
V750	0	0
V750	4	0
V750	20.8	60.5
V750	0	16.7
V750	1	4.9
V750	0	0
V750	0	6.9
V750	0	21.2
V750	0.4	0.5
V750	0	4.2
V750	0.3	7.4
V750	1.9	0
V750	0	4.5
V750	1.1	4.3
V750	1.1	6.3
V750	0	4.7
V750	0	0
V750	0	0
V750	1.1	0
V750	0	0
V750	0.8	0
V750	0	7.6
V750	0	0
V750	0	0
V750	0	0
V750	20.2	56.7
V750	0	0
V750	0.6	0
V750	0	5.4
V750	1.1	4.8
V750	1.4	5.3
V750	0	0
V750	0	7.9
V750	0	1.8
V750	23.6	52
V750	0	11.1
V750	23.6	50.9
V750	0.6	4.7
V750	4.2	4
V750	0	9.7
V750	0	5.6
V750	0	3.9
V750	0	0
V750	5.2	0
V750	0	0
V750	0	4.1
V750	0.9	0
V750	0.8	0
V750	0	0
V750	0	0
V750	1.4	0
V750	0	0
V750	0	0.4
V750	0	0.5
V750	11.4	51.6
V750	23.7	51.4
V750	0	5.5
V750	16.7	45.6
V750	0.6	0
V750	16.7	50
V750	0	0
V750	0	0
V750	0	2.6
V750	0	0
V750	0	0
V750	0	5.3
V750	1	2.3
V750	0	6.3
V750	0	1.4
V750	1.3	0
V750	4.9	0
V750	0	0
V750	34.6	90.7
V750	0	0
V750	0	0
V750	0	0
V750	0.7	0
V750	40.2	53.2
V750	0	1
V750	0	3.9
V750	0	0
V750	0.7	4.3
V750	0	0
V750	0	0
V750	0	0
V750	23.1	44.2
V750	11.7	33.5
V750	0	0
V750	0	0
V750	5.3	26.7
V750	0	0
V750	0	0
V750	1.5	8
V750	0.9	0
V750	0	0
V750	26	68.4
V750	0	0
V750	0	5.4
V750	20.6	26.1
V750	0	0
V750	0	6.2
V750	0	6.3
V750	71.4	95.5
V750	0	0
V750	6.2	0
V750	20.6	35.9
V750	6.7	29
V750	0	1.2
V750	1.9	2
V750	0	0
V750	0	6.7
V750	1.2	6.6
V750	0	4.9
V750	0.6	3.4
V750	58.6	90.9
V750	0	29.4
V750	0	0
V750	0	2.8
V750	9.3	0
V750	0	0
V750	0	0
V750	0	6
V750	0.8	0
V750	0	3
V750	7.4	29.2
V750	3.8	26.5
V750	0	0
V750	0	5.4
V750	0	0
V750	0	0
V750	0	0
V750	0.6	4.4
V750	4.9	0
V750	0	0
V750	0	6.5
V750	0	0
V750	0	5.3
V750	5.7	31.4
V750	0	1.2
V750	0	0
V824	1.9	0.8
V824	0	0
V824	0	0
V824	4.9	0
V824	5.3	0
V824	5.4	0
V824	4	0
V824	11.1	0
V824	4.2	0
V824	0.7	0
V824	0	0
V824	4.3	0
V824	0	0
V824	47.8	56.7
V824	0	0
V824	0	0
V824	0	0
V824	9.3	0
V824	11	37.5
V824	1.4	0
V824	3.5	0
V824	0	2.5
V824	2.9	0.7
V824	0	0
V824	1.6	0
V824	0	0
V824	0.6	0
V824	8.2	0
V824	0.4	23.8
V824	1.3	0
V824	0	0
V824	66.9	60.7
V824	2.3	1.4
V824	23.9	0
V824	0	0
V824	0	0
V824	0	0
V824	0	1.1
V824	0	0
V824	0	10.2
V824	5.1	0
V824	0	0
V824	1.5	1
V824	0	1.5
V824	3.6	0
V824	0	0
V824	11.5	25.6
V824	0.3	0.8
V824	80	61.1
V824	16.7	50
V824	0	0
V824	0	3.3
V824	0	27.5
V824	2.7	0
V824	29.2	25.9
V824	0	0
V824	1.4	0
V824	6.6	0
V824	0	0
V824	0	22.3
V824	5	0
V824	3.9	1.2
V824	1.3	0
V824	0	26.6
V824	20.7	28.3
V824	0	0.6
V824	0	0
V824	0	0
V824	2	0
V824	0	0
V824	3.2	0.3
V824	0	0
V824	0	0
V824	5.3	0
V824	0	0
V824	26.1	27.3
V824	0	1.2
V824	0	12.8
V824	0	20.3
V824	0	0
V824	2.6	0
V824	0	0
V824	0	0
V824	0	0
V824	2.6	30.5
V824	1.5	0
V824	0	0
V824	0	0
V824	0	0
V824	0.9	0
V824	0	0
V824	0	0
V824	20.5	7.1
V824	0	0
V824	6.5	0
V824	0	0
V824	7.4	1.4
V824	0	0
V824	6.2	0
V824	0	0
V824	0	0
V824	0	1.5
V824	0	0
V824	0	33.3
V824	0	0
V824	0	0
V824	0	0
V824	0	0
V824	10	0
V824	1.3	0
V824	0	0
V824	9.1	0
V824	0	0
V824	26.4	0
V824	5.2	0
V824	27.9	0
V824	0	0
V824	4.8	0
V824	2	0
V824	5.2	0.9
V824	5.1	0
V824	15.6	0
V824	7.2	0
V824	0	0
V824	0	0
V824	5.7	0.5
V824	1.1	0
V824	0	0
V824	20	0
V824	44.1	43.5
V824	6.4	0
V824	7.1	0
V824	0	0
V824	0	0
V824	40.2	35.8
V824	0	18.1
V824	4	0
V824	0.8	0.6
V824	24.7	43.7
V824	1	0.4
V824	0	4.5
V824	22.6	55
V824	4.1	0
V824	0	0
V824	0.7	0
V824	0	0
V824	0	10.4
V824	42.9	31.3
V824	0	0
V824	3.9	0
V824	1.8	0
V824	0	0.7
V824	1.3	0
V824	0	0
V824	0	0
V824	1.7	0
V824	0	0
V824	0	0
V824	0	0
V824	27	24.1
V824	46	40.7
V824	5.2	0
V824	0	0
V824	0	23
V824	0	0
V824	0	24.1
V824	55.7	51.3
V824	0.9	0
V824	0	0
V824	0.6	0.5
V824	12.9	0
V824	0	0
V824	0	1
V824	0	0
V824	5.2	0
V824	28.9	32.7
V824	0	52.5
V824	0	0
V824	0	0
V824	0	0
V824	19.6	20
V824	0	0
V824	1.5	0
V824	35.1	29.3
V824	0	0
V824	0	0
V824	8.3	0
V824	0	0
V824	23.6	31.6
V824	0.7	0.7
V824	2.3	0
V824	2.2	0
V824	6.7	0
V824	0	0
V824	5.4	0
V824	0	19.5
V824	0	0
V824	0	0
V824	0	0
V824	4.2	0
V824	1.3	1
V824	0	0
V824	26.1	21.9
V824	0	0
V824	4.7	0
V824	4.3	0
V824	0	15.4
V824	3.6	0.4
V824	5.1	0
V824	18.9	20.3
V824	0	0
V824	0	27.7
V824	3.8	0
V824	22.8	16.4
V824	0	3.8
V824	0	0
V824	31.5	26.8
V824	0	0
V824	0	0
V824	2	1.3
V824	1.2	1.6
V824	0	0
V824	0	27.5
V824	0	0.7
V824	6.7	0
V824	0	0.6
V824	30.6	47
V824	9.5	0
V824	2.3	0.7
V824	1.8	0
V824	0	3.8
V824	0	0
V824	0	0
V824	0	0
V824	2.2	0
V824	2	0
V824	5.3	0
V824	0	0
V824	14.3	0
V824	4.2	0
V824	0	0
V824	5.2	0
V824	0	0
V824	6.2	1.7
V824	0	0
V824	1.2	0
V824	0	0
V824	0	28
V824	1.5	0
V824	0	0
V824	0	0.4
V824	0	1.5
V824	0	0
V824	0	0
V824	0	0
V824	52.9	61.3
V824	0	0
V824	12.9	0
V824	4.1	0
V824	8	0
V824	0	0
V824	0	0
V824	0	0
V824	1.6	0.4
V824	1.2	0.7
V824	34.2	44.8
V824	0	33.3
V824	8	1.9
V824	42.1	21.1
V824	0	0
V824	4.4	0.7
V824	27.3	40.9
V824	4.8	0
V824	5.5	0
V824	0	0
V824	0	0
V824	0.5	0
V824	0	0
V824	0	0
V824	4.4	0
V824	47.1	26.1
V824	0	0
V824	6.6	0
V824	1	1.5
V824	0	0
V824	0	0
V824	1.9	0
V824	1	0
V824	28.5	54.1
V824	50.7	24.7
V824	0	0
V824	3.3	0
V824	0	1.7
V824	0	0
V824	0.8	0
V824	0.9	0
V824	20	29.4
V824	0.8	0
V824	0.5	0
V824	0	0
V824	1.2	0
V824	29.4	11.1
V824	0	0
V824	15.7	0
V824	0	0
V824	0	1.4
V824	0	0
V824	1	0
V824	0	0
V824	0	0
V824	0	0
V824	36.7	34.2
V824	0	0
V824	24.1	36.8
V824	3.2	0
V824	0	0
V824	0	1.9
V824	0.9	0
V824	8.7	0
V824	39.7	43.5
V824	0.5	0
V824	0	1.1
V824	0	0.7
V824	0	0
V824	0	0
V824	0	5.4
V824	1.4	0
V824	1.4	0
V824	4.1	1.1
V824	0	0
V824	10	0
V824	11.1	0
V824	12.1	0
V824	0	0
V824	0	0
V824	13.8	0
V824	2.9	0
V824	0	0
V824	0	0
V824	1.4	0
V824	0	0
V824	0	0
V824	0	0
V824	19	34.4
V824	2.6	9.4
V824	0	0
V824	0	0
V824	2.7	0
V824	0	0
V824	17.4	70
V824	1	0
V824	19.2	28.2
V824	0	0
V824	5.2	0
V824	7.5	0
V824	0	0
V824	14.3	0
V824	0	0
V824	44.9	47.4
V824	0.6	0
V824	13.1	16.1
V824	0	0
V824	0	0
V824	17.3	0
V824	0	1.8
V824	17.6	0
V824	1.4	0
V824	0	0
V824	29.4	0
V824	29.5	42.2
V824	7.6	0
V824	5.4	0
V824	0.8	0
V824	4.9	0.5
V824	0	0
V824	4	0
V824	1.9	2.8
V824	0	0
V824	0	0
V824	0	7.1
V824	0	0
V824	0	0
V824	2.4	0
V824	0	0
V824	0.8	0
V824	0	0
V824	0	0
V824	5.1	0
V824	0	0
V824	0	0
V824	0	9.5
V824	0.4	0.2
V824	0.9	0.5
V824	0	0.3
V824	11.1	8.8
V824	0	10.3
V824	0.5	0
V824	29.4	46.7
V824	0	28.9
V824	0.8	0
V824	2	0
V824	0	0
V824	0	0
V824	1.4	0
V824	0.8	29.4
V824	0	0
V824	54.4	38.8
V824	0	0.4
V824	0	0
V824	45	34
V824	6	1.6
V824	1.1	0
V824	1.7	2.9
V824	0.7	0.7
V824	8.2	0
V824	1.2	0
V824	5.5	0
V824	0	0
V824	4.3	0
V824	0.8	0
V824	0	0
V824	22.7	23.3
V824	1.9	0
V824	0	0
V824	0	15.8
V824	0	0.8
V824	0	0
V824	8.8	0
V824	8	0
V824	0.9	0
V824	0	0
V824	0	0
V824	0	37
V824	0	0
V824	10	0
V824	43.1	39.1
V824	0	0
V824	17.6	0
V824	9.6	0
V824	0	0
V824	0	0
V824	5.2	0
V824	0	23.5
V824	0	0
V824	0	0
V824	1.3	0
V824	5.7	0
V824	0	1.5
V824	0.9	0
V824	11.1	0
V824	8.9	0
V824	0	8.3
V824	8.5	0
V824	0	0
V824	0	0
V824	5.5	0
V824	0	34.1
V824	0	0
V824	0	0
V824	0	0
V824	10.8	0
V824	0	1.4
V824	1	0
V824	0	0
V824	5.3	0
V824	0.4	0
V824	0	0
V824	66.7	73.9
V824	0	0
V824	0	0
V824	9.1	0
V824	7.8	0
V824	1.4	0
V824	4	0
V824	5.5	0
V824	0	1.4
V824	0	0
V824	0	0
V824	0.9	0
V824	0	13
V824	0	0
V824	5.8	0.9
V824	0	9.1
V824	5.6	0
V824	4.5	0.6
V824	0	0
V824	0	0
V824	0	28.2
V824	1.5	0
V824	0	0
V824	10.3	0
V824	0	27.3
V824	6.2	0
V824	0	0
V824	0	0
V824	3.1	0
V824	0	0
V824	0	0
V824	0	0
V824	4.3	0
V824	0	0
V824	0	0
V824	0	0
V824	28.9	33.6
V824	6.1	0
V824	12.2	0
V824	0	0
V824	31.6	38.2
V824	0	0
V824	6.2	0
V824	10.3	0
V824	0	0
V824	1.1	0
V824	9.8	0
V824	0	0
V824	0	0
V824	0	0
V824	40	37.5
V824	0.5	1.5
V824	1.3	0
V824	1.5	0
V824	8.5	0
V824	1.2	0
V824	6.5	0
V824	0	0
V824	0	0
V824	0	0
V824	0.7	0
V824	52	58.2
V824	4.8	0
V824	0	0
V824	40	56.9
V824	0	0
V824	0	0
V824	0	0
V824	0	0
V824	0	0
V824	0	9.3
V824	0	0
V824	1.1	0
V824	25	31.2
V824	4.9	0
V824	0	0
V824	0	0
V824	0	0
V824	5	0
V824	0	0
V824	14.3	0
V824	0	26.8
V824	5.2	0
V824	0.9	0
V824	0	0
V824	0	0
V824	5	0
V824	0	0
V824	0	0
V824	1.6	0.7
V824	0	0
V824	0	10.8
V824	0	0
V824	0	0
V824	1.2	0
V824	0	0
V824	0	0
V824	0	0
V824	0.3	0
V824	0	23.1
V824	1.4	0
V824	53.9	50.4
V824	0	0
V824	33	39.4
V824	0.7	0
V824	4.5	0.6
V824	0	0
V824	0.8	0
V824	0.7	0
V824	15.9	24.4
V824	0	0
V824	1.8	0.7
V824	0	23.1
V824	0.8	1.2
V824	2.4	0
V824	12.8	30
V824	3.7	0
V824	8.7	0
V824	30.5	34.9
V824	0	0
V824	0	38.8
V824	64.5	75
V824	3.4	0
V824	4.4	0.7
V824	0	0
V824	76.9	54.5
V824	27.6	31.6
V824	0	0
V824	5.5	0
V824	0	0
V824	0	0
V824	0	0
V824	0	0
V824	0	0.7
V824	0	0
V824	0	0.7
V824	0	0
V824	0	0
V824	0	0
V824	1.5	0
V824	0.9	0
V824	0	0
V824	0.6	0
V824	0	0
V824	9.1	0
V824	7.4	0
V824	0	75.5
V824	0	0
V824	0	0
V824	58.3	61.5
V824	6.7	5
V824	0	0
V855	12.2	0
V855	12.9	0
V855	8.7	0
V855	10.5	0
V855	38.3	47.4
V855	25	55.8
V855	5.1	0
V855	14.3	0
V855	0	12.1
V855	7.8	0
V855	44.4	84.2
V855	6.2	0
V855	6.3	0
V855	31	38.7
V855	8.5	0
V855	5.3	0
V855	41.4	52.6
V855	22.7	0
V855	5.9	0
V855	8.9	0
V855	39	46.9
V855	14.3	35
V855	36	39.5
V855	32.3	43.3
V855	47.5	50
V855	29.3	0
V855	17.2	0
V855	2.6	0
V855	33.7	47.1
V855	0	45.3
V855	36	25.4
V855	5.5	0
V855	5.4	3.2
V855	0	9.1
V855	5.3	0
V855	8.7	0
V855	25	42.1
V855	0	8.1
V855	33.3	51.2
V855	27.5	50.5
V855	32	31.6
V855	5.2	0
V855	11.1	0
V855	5.9	2.3
V855	5.3	0
V855	32.2	57.8
V855	6	0
V855	7.1	0
V855	10.9	0
V855	12	51.5
V855	50	29.5
V855	8	0
V855	16	0
V855	5.6	0
V855	4.6	0
V855	25.4	32.6
V855	45.9	78.9
V855	31.8	0
V855	8.1	0
V855	3.9	0
V855	23.6	47.3
V855	41	35.5
V855	11.8	0
V855	0	21.4
V855	42.9	37.5
V855	2.1	0
V855	14.1	43.4
V855	11.8	0
V855	0	20.3
V855	4.8	0
V855	8	0
V855	11.8	0
V855	36.2	50.5
V855	27.2	31.4
V855	8.8	0
V855	6	0
V855	4.7	0
V855	5.4	0
V855	20	42.1
V855	38.5	26.8
V855	6.7	0
V855	0	4.5
V855	5.2	0
V855	5.3	0
V855	3.7	0
V855	0	34.4
V855	8.6	0
V855	40.2	63.2
V855	27	64.6
