PID	P_1_freq	R_1_freq
P14	1.129943503	0
P14	17.91044776	23.80952381
P14	1.801801802	0
P14	1.408450704	0
P14	4.744525547	4.6875
P14	1.507537688	0
P14	1.219512195	0
P14	10	7.407407407
P14	1.680672269	0
P14	19.29824561	29.62962963
P14	4.6875	5.970149254
P14	100	100
P14	80.15267176	88.32116788
P14	1.98019802	0
P14	3.174603175	0
P14	1.869158879	0
P14	5.882352941	3.921568627
P14	9.090909091	0
P14	1.315789474	0
P14	1.025641026	0
P14	7.514450867	9.032258065
P14	2.23880597	3.333333333
P14	17.1875	16.66666667
P14	70.45454545	52.25225225
P14	70.51282051	76.31578947
P14	11.80124224	17.82945736
P14	1.694915254	0
P14	99.68253968	100
P14	4.166666667	4.411764706
P14	1.515151515	0
P14	1.030927835	0
P14	1.162790698	0
P14	100	100
P14	24.13793103	41.17647059
P14	85.71428571	78.26086957
P14	1.666666667	0
P14	47.31182796	54.43037975
P14	14.44444444	8.695652174
P14	5	1.025641026
P14	3.463203463	2.183406114
P14	2.666666667	0
P14	1.785714286	0
P14	3.921568627	0
P14	3.658536585	0
P14	1.869158879	1.754385965
P14	55.29411765	48.10126582
P14	45.23809524	49.43820225
P14	2.53164557	0
P14	1.369863014	0
P14	1.796407186	0
P14	1.538461538	0
P14	48.93617021	51.96078431
P14	1.666666667	0
P14	7.567567568	13.97849462
P14	33.33333333	40.35087719
P14	100	100
P14	2.651515152	7.894736842
P14	8.783783784	7.191780822
P14	2.06185567	0
P14	1.538461538	0
P14	6.153846154	4.6875
P14	9.433962264	3.571428571
P14	1.694915254	0
P14	100	100
P14	23.91304348	12
P14	2.985074627	0
P14	1.492537313	0
P14	5.172413793	6.12244898
P14	48.8372093	60
P14	2.53164557	0
P14	4.62962963	2.06185567
P14	17.64705882	11.62790698
P14	65.625	36.84210526
P14	31.47208122	32.72727273
P14	12.5	6.060606061
P14	2.105263158	0
P14	1.694915254	0
P14	4.597701149	5.154639175
P14	3.703703704	6.097560976
P14	2.222222222	5.660377358
P14	45.23809524	35.8974359
P14	2.040816327	0
P14	5	2.325581395
P14	3.703703704	3.135888502
P14	45.23809524	39.28571429
P14	1.052631579	0
P14	18.75	5.172413793
P14	1.360544218	0
P14	3.333333333	0
P14	3.883495146	1.98019802
P14	1.129943503	1.075268817
P14	1.801801802	0
P14	1.754385965	0
P14	100	95.45454545
P14	3.947368421	0
P14	3.174603175	0
P14	4	0
P14	3.125	0
P14	2.857142857	0
P14	1.652892562	0
P14	1.086956522	0
P14	8.823529412	6.779661017
P14	30.55555556	44.73684211
P14	1.25	0
P14	2.083333333	0
P14	4.081632653	0
P14	1.156069364	0
P14	1.324503311	0
P14	1.680672269	0
P14	38.0952381	32.85198556
P14	1.418439716	0
P14	1.470588235	0
P14	1.550387597	0
P14	1.149425287	0
P14	40.71856287	29.18660287
P14	43.03797468	32.65306122
P14	1.57480315	0
P14	1.960784314	0
P14	5.660377358	0
P14	1.886792453	0
P14	8.045977011	8.571428571
P14	26.83486239	25.54112554
P14	100	100
P14	2.325581395	0
P14	1.526717557	0
P14	1.775147929	0
P14	1.492537313	0
P14	38.46153846	40
P14	75	58.82352941
P14	9.523809524	31.03448276
P14	36.23188406	23.52941176
P14	2.105263158	0
P14	2.013422819	3.015075377
P14	1.242236025	1.481481481
P14	2.380952381	0
P14	1.01010101	0
P14	40.98939929	42.27272727
P14	1.212121212	0
P14	2.272727273	0
P14	1.503759398	0
P14	3.597122302	2.469135802
P14	3.333333333	0
P14	12.61261261	11.42857143
P14	1.398601399	0
P14	1.098901099	0
P14	2.857142857	0
P14	13.25301205	9.574468085
P14	2.222222222	0
P14	100	99.24242424
P14	1.724137931	0
P14	100	100
P14	22.22222222	38.88888889
P14	1.324503311	0
P14	3.225806452	0
P14	100	100
P14	9.87654321	11.68831169
P14	2.02020202	0
P14	100	100
P14	3.614457831	2.702702703
P14	11.42241379	13.10344828
P14	3.952205882	5.165692008
P14	21.63636364	21.07843137
P14	2.465753425	3.143418468
P14	4.432989691	4.60385439
P14	4.780114723	3.853955375
P14	4.703476483	5.625
P14	1.70212766	1.34529148
P14	3.285302594	2.831858407
P14	2.726218097	1.95035461
P14	9.380329733	10.21854696
P14	1.330248699	1.598579041
P14	4.766633565	7.638888889
P14	11.28274009	10.05471956
P14	5.119453925	3.975535168
P14	3.010033445	1.506024096
P14	8.695652174	10.34482759
P14	8.333333333	24.48979592
P14	1.398601399	0
P14	1.801801802	0
P14	1.438848921	0
P14	1.973684211	0
P14	1.869158879	0
P14	1.234567901	0
P14	1.242236025	0
P14	2	0
P14	100	100
P14	2.127659574	0
P14	4.285714286	8.43373494
P14	22.5	18.60465116
P14	1.01010101	0
P14	1.219512195	0
P14	3.278688525	0
P14	11.76470588	0
P14	2.5	0
P14	3.125	0
P14	21.42857143	18.75
P14	6.194690265	5.785123967
P14	100	100
P14	1.801801802	1.657458564
P14	3.333333333	0
P14	12.24489796	11.86440678
P14	46.42857143	30.43478261
P14	15.78947368	11.50442478
P14	2.424242424	4.945054945
P14	1.288659794	0
P14	1.50862069	1.794871795
P14	7.627118644	7.843137255
P14	1.282051282	0
P14	2.479338843	2.884615385
P14	20.40816327	5.882352941
P14	7.865168539	10.81081081
P14	100	100
P14	100	100
P14	2.479338843	2.33463035
P14	38.46153846	21.54696133
P14	44.60093897	17.31843575
P14	2.173913043	0
P14	100	100
P14	1.058201058	0
P14	2.173913043	0
P14	12.30769231	15.71428571
P14	3.389830508	0
P14	1.25	0
P14	100	100
P14	1.587301587	0
P14	1.886792453	0
P14	2.02020202	0
P14	39.57219251	17.1875
P14	2.040816327	0
P14	1.092896175	0
P14	7.538802661	7.317073171
P14	2.325581395	0
P14	1.503759398	0
P14	1.639344262	0
P14	6	4.761904762
P14	17.46031746	19.35483871
P14	100	100
P14	1.104972376	0
P14	2.298850575	0
P14	1.142857143	0
P14	1.265822785	0
P14	4.761904762	3.636363636
P14	1.204819277	0
P14	31.83279743	37.81512605
P14	1.351351351	0
P14	1.492537313	0
P14	1.030927835	0
P14	1.869158879	0
P14	3.846153846	0
P14	1.169590643	0
P14	1.369863014	0
P14	1.162790698	0
P14	29.35323383	33.66336634
P14	32.2147651	35.88235294
P14	31.10047847	34.93975904
P14	10	0
P14	22.22222222	15.78947368
P14	22.22222222	38.88888889
P14	66.66666667	0
P14	10	0
P14	13.33333333	0
P14	9.090909091	0
P14	8.695652174	32
P14	26.92307692	57.14285714
P14	17.85714286	31.03448276
P14	18.18181818	17.85714286
P14	10.52631579	12.5
P14	43.47826087	4.444444444
P14	63.63636364	34.61538462
P14	100	100
P14	1.379310345	0
P14	1.538461538	0
P14	1.834862385	0
P14	1.265822785	0
P14	3.738317757	2.752293578
P14	3.03030303	0
P14	1.587301587	0
P14	2.43902439	1.117318436
P14	1.666666667	0
P14	1.047120419	0
P14	1.242236025	0
P14	54.83870968	46.72897196
P14	1.041666667	0
P14	1.818181818	0
P14	52.28070175	19.59798995
P14	5.263157895	0
P14	1.818181818	0
P14	2.631578947	0
P14	1.428571429	0
P14	5.405405405	0
P14	54.54545455	73.52941176
P14	100	100
P14	2.298850575	0
P14	100	100
P14	3.278688525	0
P14	48.7804878	44.23076923
P14	45.83333333	46.42857143
P14	45.23809524	54.94505495
P14	1.754385965	0
P14	100	100
P14	100	99.32432432
P14	53.5	50
P14	1.449275362	0
P14	3.076923077	0
P14	45.83333333	46.15384615
P14	100	100
P14	100	98.33333333
P14	3.333333333	0
P14	50.79365079	50
P14	55.95238095	55.91397849
P14	99.53051643	100
P14	47.75413712	47.04491726
P14	1.104972376	0
P14	42.85714286	61.33333333
P14	40.63926941	55.26315789
P14	2.272727273	0
P14	42.85714286	53.01204819
P14	3.636363636	0
P14	1.129943503	0
P14	100	100
P14	100	99.54545455
P14	1.851851852	0
P14	1.652892562	0
P14	14.65827338	16.3897281
P14	8.020477816	8.299319728
P14	4.365079365	1.818181818
P14	2.70018622	2.645051195
P14	4.491017964	1.739130435
P14	30.83333333	35.32934132
P14	23.35766423	23.12138728
P14	1.503759398	0
P14	3.703703704	0
P14	11.11111111	0
P14	3.296703297	2.53164557
P14	3.658536585	3.424657534
P14	1.869158879	0
P14	1.363636364	2.553191489
P14	86.33093525	82.27848101
P14	100	100
P14	2.597402597	0
P14	2.197802198	0
P14	33.33333333	36.84210526
P14	100	100
P14	1.960784314	0
P14	1.652892562	0
P14	3.333333333	0
P14	100	100
P14	1.538461538	0
P14	6.060606061	0
P14	3.636363636	0
P14	2.205882353	0
P14	90.56603774	89.65517241
P14	100	100
P14	1.57480315	0
P14	1.069518717	0
P14	1.449275362	0
P14	2.597402597	0
P14	3.333333333	0
P14	1.324503311	0
P14	1.587301587	0
P14	7.894736842	9.375
P14	100	100
P14	5	7.272727273
P14	1.083032491	0
P14	3.488372093	0
P14	1.834862385	0
P14	1.379310345	0
P14	2.912621359	0
P14	100	99.53917051
P14	1.052631579	0
P14	35.71428571	46.875
P14	1.219512195	0
P14	1.809954751	0
P14	10.44776119	15.15151515
P14	3.448275862	0
P14	7.142857143	9.615384615
P14	1.587301587	0
P14	1.176470588	0
P14	2.380952381	0
P14	11.62790698	8.620689655
P14	3.007518797	1.526717557
P14	8.24742268	6.832298137
P14	1.020408163	1.212121212
P14	1.204819277	0
P14	2.976190476	0
P14	6.474820144	4.827586207
P14	6.666666667	7.407407407
P14	2	0
P14	2.857142857	0
P14	100	100
P14	10.52631579	24.13793103
P14	1.041666667	0
P14	51.1627907	38.63636364
P14	1.904761905	0
P14	2.409638554	7.865168539
P14	47.11538462	54.23197492
P14	4.081632653	0
P14	2.487562189	2.790697674
P14	1.219512195	0
P14	1.117318436	0
P14	45.25547445	44.44444444
P14	1.351351351	0
P14	1.401869159	0
P14	2	0
P14	1.069518717	0
P14	41.37931034	47.05882353
P14	100	100
P14	1.086956522	0
P14	1.169590643	0
P14	1.57480315	1.886792453
P14	2.173913043	0
P14	4.347826087	4.081632653
P14	1.960784314	0
P14	1.19047619	0
P14	32.8125	72.34042553
P14	100	100
P14	35.71428571	64.58333333
P14	1.276595745	0
P14	27.69230769	84.61538462
P14	25.80645161	91.56626506
P14	12.5	10.90909091
P14	3.921568627	0
P14	1.904761905	0
P14	100	96.89922481
P14	4.568527919	6.829268293
P14	7.692307692	18.18181818
P14	26.31578947	13.04347826
P14	32.41758242	5.11627907
P14	41.66666667	13.7254902
P14	76	21.05263158
P14	2.53164557	0
P14	3.03030303	0
P14	20.63492063	18.91891892
P14	64	75
P14	1.941747573	0
P14	3.658536585	2.5
P14	2.222222222	2.173913043
P14	2.473498233	6.018518519
P14	6.680584551	6.468531469
P14	46.875	46.55172414
P14	4.491725768	1.907356948
P14	1.117318436	0
P14	4.022988506	8.843537415
P14	1.176470588	0
P14	6.382978723	5.701754386
P14	2.192982456	1.327433628
P14	1.6	0
P14	2.325581395	0
P14	2.222222222	0
P14	2.643171806	1.785714286
P14	51.94805195	46.73913043
P14	3.703703704	0
P14	45.22058824	42.49084249
P14	3.06122449	0
P14	1.834862385	0
P14	100	100
P14	1.666666667	0
P14	1.960784314	0
P14	35.2	43.38235294
P14	40.09433962	36.4806867
P14	67.69230769	54.23728814
P14	2.173913043	2.631578947
P14	1.470588235	0
P14	24.59016393	8.695652174
P14	4.166666667	0
P14	60	0
P14	63.52201258	58.78378378
P14	1.102941176	0
P14	1.01010101	0
P14	2.631578947	0
P14	1.398601399	0
P14	1.526717557	0
P14	35.86956522	35.95505618
P14	1.176470588	0
P14	78.26086957	87.87878788
P14	1.086956522	1.069518717
P14	1.941747573	0
P14	5.747126437	2.469135802
P14	6.040268456	6.188925081
P14	100	100
P14	1.351351351	0
P14	1.298701299	1.360544218
P14	1.342281879	0
P14	1.092896175	0
P14	33.33333333	40
P14	7.5	0
P14	100	100
P14	50	75
P14	1.709401709	0
P14	1.351351351	0
P14	31.37254902	22.3880597
P14	1.351351351	0
P14	2.02020202	0
P14	1.136363636	0
P14	2.222222222	1.724137931
P14	1.063829787	0
P14	100	100
P14	7.246376812	4
P14	2.083333333	0
P14	100	100
P14	0	8
P14	0	1.769911504
P14	0	3.278688525
P14	0	1.775147929
P14	0	2.857142857
P14	0	1.449275362
P14	0	1.801801802
P14	0	2.105263158
P14	0	1.290322581
P14	0	1.98019802
P14	0	4.081632653
P14	0	1.503759398
P14	0	1.183431953
P14	0	1.086956522
P14	0	3.314917127
P14	0	1.342281879
P14	0	1.666666667
P14	0	3.921568627
P14	0	1.428571429
P14	0	1.538461538
P14	0	7.142857143
P14	0	1.226993865
P14	0	2.083333333
P14	0	1.785714286
P14	0	2.173913043
P14	0	11.11111111
P14	0	1.176470588
P14	0	2.06185567
P14	0	3.333333333
P14	0	4
P14	0	1.315789474
P14	0	2.409638554
P14	0	1.388888889
P14	0	2.5
P14	0	2.898550725
P14	0	1.041666667
P14	0	1.503759398
P14	0	2.898550725
P14	0	2.272727273
P14	0	1.666666667
P14	0	1.27388535
P14	0	1.492537313
P14	0	1.98019802
P14	0	1.666666667
P14	0	1.418439716
P14	0	1.62601626
P14	0	1.111111111
P14	0	1.388888889
P14	0	3.571428571
P14	0	1.169590643
P14	0	2.5
P14	0	1.869158879
P14	0	2.97029703
P14	0	2.272727273
P14	0	1.123595506
P14	0	1.123595506
P14	0	1.19047619
P14	0	1.834862385
P14	0	2.197802198
P14	0	1.27388535
P14	0	2.105263158
P14	0	1.904761905
P14	0	1.652892562
P14	0	1.98019802
P14	0	1.369863014
P14	0	2.272727273
P14	0	1.098901099
P14	0	1.324503311
P14	0	1.117318436
P14	0	11.76470588
P14	0	1.851851852
P14	0	1.129943503
P14	0	1.047120419
P14	0	1.941747573
P14	0	1.257861635
P14	0	1.724137931
P14	0	21.42857143
P14	0	2.469135802
P14	0	9.523809524
P14	0	1.388888889
P14	0	1.351351351
P14	0	1.212121212
P14	0	1.25
P14	0	1.739130435
P14	0	1.307189542
P14	0	7.692307692
P14	0	1.382488479
P14	0	2.43902439
P14	0	1.27388535
P14	0	1.739130435
P14	0	1.834862385
P14	0	1.657458564
P14	0	1.754385965
P14	0	1.360544218
P14	0	2.068965517
P14	0	1.129943503
P14	0	1.550387597
P14	0	2.53164557
P14	0	1.162790698
P14	0	1.648351648
P14	0	1.98019802
P14	0	1.507537688
P14	0	2.43902439
P14	0	1.123595506
P14	0	1.030927835
P14	0	1.459854015
P14	0	4.166666667
P14	0	1.834862385
P14	0	4.761904762
P14	0	1.27388535
P14	0	3.03030303
P14	0	1.941747573
P14	0	5.882352941
P14	0	3.636363636
P14	0	6.818181818
P14	0	1.923076923
P14	0	1.015228426
P14	0	1.62601626
P14	0	1.290322581
P14	0	2.298850575
P14	0	1.851851852
P14	0	1.923076923
P14	0	1.333333333
P14	0	1.666666667
P14	0	2
P14	0	1.086956522
P14	0	1.041666667
P14	0	1.351351351
P14	0	6.578947368
P14	0	5.714285714
P14	0	1.818181818
P14	0	1.075268817
P14	0	1.550387597
P14	0	3.389830508
P14	0	1.290322581
P14	0	4.705882353
P14	0	6.315789474
P14	0	1.041666667
P14	0	1.754385965
P14	0	2.564102564
P14	0	2.5
P14	0	3.225806452
P14	0	3.773584906
P14	0	1.111111111
P14	0	1.408450704
P14	0	4.255319149
P14	0	3.03030303
P14	0	1.282051282
P14	0	1.470588235
P14	0	4.166666667
P14	0	1.257861635
P14	0	1.449275362
P14	0	1.769911504
P14	0	2.5
P14	0	1.129943503
P14	0	1.176470588
P14	0	5.555555556
P14	0	2.631578947
P14	0	2.127659574
P14	0	2.43902439
P14	0	1.408450704
P14	0	1.851851852
P14	0	2.564102564
P14	0	1.449275362
P14	0	1.063829787
P14	0	1.081081081
P14	0	1.098901099
P14	0	1.714285714
P14	0	1.801801802
P14	0	1.578947368
P14	0	1.538461538
P14	0	1.058201058
P14	0	22.22222222
P14	0	1.041666667
P14	0	5.714285714
P14	0	6.25
P14	0	2.150537634
P14	0	1.226993865
P14	0	2.150537634
P14	0	1.005025126
P14	0	1.19760479
P14	0	1.960784314
P14	0	2.857142857
P14	0	2.352941176
P14	0	1.360544218
P14	0	1.941747573
P14	0	1.01010101
P14	0	1.005025126
P14	0	1.27388535
P14	0	1.612903226
P14	0	1.025641026
P14	0	1.19047619
P14	0	2.5
P14	0	2.02020202
P14	0	2.222222222
P14	0	1.418439716
P14	0	4.166666667
P14	0	1.098901099
P14	0	1.428571429
P14	0	1.342281879
P14	0	1.069518717
P14	0	1.360544218
P14	0	1.587301587
P14	0	1.941747573
P14	0	3.03030303
P14	0	2.352941176
P14	0	2.173913043
P14	0	1.388888889
P14	0	1.923076923
P14	0	1.351351351
P14	0	3.902439024
P14	0	4.255319149
P14	0	1.049868766
P14	0	2.631578947
P14	0	1.142857143
P14	0	1.183431953
P14	0	1.030927835
P14	0	5.555555556
P14	0	7.692307692
P14	0	1.01010101
P14	0	6.25
P14	0	1.257861635
P14	0	1.960784314
P14	0	1.075268817
P14	0	3.278688525
P14	0	1.052631579
P14	0	2.222222222
P14	0	1.492537313
P14	0	1.904761905
P14	0	1.57480315
P14	0	29.41176471
P14	0	1.515151515
P14	0	2.173913043
P14	0	2.5
P14	0	2.409638554
P14	0	1.470588235
P14	0	15.38461538
P14	0	1.03626943
P14	0	1.257861635
P14	0	1.234567901
P14	0	1.538461538
P14	0	1.242236025
P14	0	2.941176471
P14	0	2.857142857
P14	0	1.075268817
P14	0	1.694915254
P14	0	1.111111111
P14	0	2.597402597
P14	0	2.105263158
P14	0	1.204819277
P14	0	1.117318436
P14	0	1.360544218
P14	0	5.555555556
P14	0	1.652892562
P14	0	1.156069364
P14	0	3.174603175
P14	0	1.142857143
P14	0	37.14285714
P14	0	1.092896175
P14	0	1.923076923
P14	0	3.370786517
P14	0	1.063829787
P14	0	1.166180758
P14	0	3.75
P14	0	1.538461538
P14	0	1.801801802
P14	0	5
P14	0	4.285714286
P14	0	1.183431953
P14	0	4.081632653
P14	0	1.025641026
P14	0	1.298701299
P14	0	2.564102564
P14	0	2.150537634
P14	0	8.333333333
P14	0	1.204819277
P14	0	2.702702703
P14	0	1.492537313
P14	0	2.380952381
P14	0	3.448275862
P14	0	1.960784314
P14	0	2.127659574
P14	0	1.666666667
P14	0	2.298850575
P14	0	1
P14	0	1.19047619
P14	0	1.62601626
P14	0	3.174603175
P14	0	1.19047619
P14	0	1.123595506
P14	0	1.123595506
P14	0	3.636363636
P14	0	1.156069364
P14	0	2.272727273
P14	0	1.5625
P14	0	4.255319149
P14	0	1.449275362
P14	0	1.351351351
P14	0	1.550387597
P14	0	1.324503311
P14	0	6.060606061
P14	0	7.407407407
P14	0	1.030927835
P14	0	1.069518717
P14	0	1.111111111
P14	0	5.405405405
P14	0	1.117318436
P14	0	1.156069364
P14	0	1.342281879
P14	0	4.255319149
P14	0	1.290322581
P14	0	1.282051282
P14	0	1.724137931
P14	0	2.06185567
P14	0	1.183431953
P14	0	2.777777778
P14	0	1.176470588
P14	0	9.090909091
P14	0	1.481481481
P14	0	1.142857143
P14	0	2.325581395
P14	0	1.360544218
P14	0	1.360544218
P14	0	1.904761905
P14	0	3.571428571
P14	0	10
P14	0	40
P14	0	15.78947368
P14	0	6.666666667
P14	0	5.882352941
P14	0	13.04347826
P14	0	50
P14	0	10
P14	0	5.714285714
P14	0	8.333333333
P14	0	9.090909091
P14	0	31.57894737
P14	0	10
P14	0	27.77777778
P14	0	100
P14	0	12.12121212
P14	0	10.52631579
P14	0	15.15151515
P14	0	9.523809524
P14	0	2.5
P14	0	1.307189542
P14	0	1.047120419
P14	0	1.075268817
P14	0	1.413427562
P14	0	3.333333333
P14	0	4.651162791
P14	0	2.02020202
P14	0	3.571428571
P14	0	1.408450704
P14	0	1.324503311
P14	0	1.204819277
P14	0	1.851851852
P14	0	1.117318436
P14	0	1.19047619
P14	0	1.063829787
P14	0	1.219512195
P14	0	1.785714286
P14	0	2.597402597
P14	0	2.046035806
P14	0	1.680672269
P14	0	1.19760479
P14	0	2.877697842
P14	0	2.205882353
P14	0	1.6
P14	0	4.545454545
P14	0	5
P14	0	1.481481481
P14	0	2.752293578
P14	0	1.01010101
P14	0	1.020408163
P14	0	3.448275862
P14	0	1.156069364
P14	0	1.769911504
P14	0	5.128205128
P14	0	1.03626943
P14	0	1.818181818
P14	0	5.263157895
P14	0	1.098901099
P14	0	1.01010101
P14	0	1.515151515
P14	0	1.020408163
P14	0	1.282051282
P14	0	1.639344262
P14	0	1.176470588
P14	0	1.388888889
P14	0	1.769911504
P14	0	2.312138728
P14	0	3.448275862
P14	0	1.265822785
P14	0	1.183431953
P14	0	1.015228426
P14	0	1.503759398
P14	0	2.325581395
P14	0	1.020408163
P14	0	1.086956522
P14	0	1.369863014
P14	0	1.01010101
P14	0	1.092896175
P14	0	1.538461538
P14	0	2
P14	0	9.090909091
P14	0	3.448275862
P14	0	1.6
P14	0	1.923076923
P14	0	1.587301587
P14	0	1.149425287
P14	0	1.219512195
P14	0	1.098901099
P14	0	1.449275362
P14	0	2.564102564
P14	0	1.680672269
P14	0	1.724137931
P14	0	1.818181818
P14	0	1.052631579
P14	0	1.183431953
P14	0	1.123595506
P14	0	1.57480315
P14	0	1.290322581
P14	0	1.526717557
P14	0	1.659751037
P14	0	1.550387597
P14	0	1.503759398
P14	0	1.226993865
P14	0	2.150537634
P14	0	1.149425287
P14	0	2
P14	0	2.247191011
P14	0	1.117318436
P14	0	1.005025126
P14	0	1.005025126
P14	0	1.226993865
P14	0	1.739130435
P14	0	1.351351351
P14	0	2.23880597
P14	0	3.448275862
P14	0	3.75
P14	0	1.754385965
P14	0	1.321585903
P14	0	1.886792453
P14	0	1.25
P14	0	1.587301587
P14	0	1.587301587
P14	0	1.360544218
P14	0	1.6
P14	0	1.360544218
P14	0	1.142857143
P14	0	6.25
P14	0	1.379310345
P14	0	4.081632653
P14	0	1.149425287
P14	0	1.282051282
P14	0	1.941747573
P14	0	1.156069364
P14	0	1.694915254
P14	0	1.226993865
P14	0	2.941176471
P14	0	2.222222222
P14	0	1.183431953
P14	0	1.015228426
P14	0	4.545454545
P15	25	0
P15	7.692307692	0
P15	2.797202797	0
P15	5	0
P15	1.123595506	0
P15	2.051282051	0
P15	32.29166667	6.140350877
P15	4.464285714	4.273504274
P15	17.77777778	6.040268456
P15	21	7.317073171
P15	11.11111111	0
P15	8	0
P15	21.60493827	9.375
P15	9.558823529	8.904109589
P15	3.896103896	0
P15	8.771929825	5.882352941
P15	16.14906832	7.692307692
P15	8.035714286	3.90625
P15	19.04761905	7.317073171
P15	13.20754717	0
P15	17.64705882	7.894736842
P15	33.33333333	9.230769231
P15	25	0
P15	5.586592179	0
P15	7.246376812	0
P15	33.04347826	11.0619469
P15	22.84768212	9.750566893
P15	20.2020202	8.609271523
P15	25	5.940594059
P15	9.836065574	2.75862069
P15	3.75	0
P15	16.91176471	2.475247525
P15	25	7.692307692
P15	20	6.338028169
P15	2.702702703	0
P15	4.79704797	0
P15	20.39800995	5.743243243
P15	22.35294118	6.428571429
P15	4.166666667	0
P15	3.623188406	0
P15	2.083333333	0
P15	12.16216216	4.62962963
P15	5.34351145	0
P15	8.633093525	6.134969325
P15	14.28571429	0
P15	7.843137255	0
P15	18.6440678	7.792207792
P15	33.33333333	0
P15	1.351351351	0
P15	2.051282051	0
P15	19.26345609	5.104408353
P15	9.523809524	14.58333333
P15	12.30769231	5.882352941
P15	3.571428571	0
P15	1.146131805	0
P15	0	3.968253968
P15	0	3.305785124
P15	0	2.631578947
P15	0	5
P15	0	4
P15	0	2.040816327
P15	0	2.255639098
P15	0	3.149606299
P15	0	2.403846154
P15	0	4.444444444
P15	0	2.777777778
P15	0	3.587443946
P15	0	1.436781609
P15	0	2.5
P15	0	1.730103806
P15	0	3.448275862
P15	0	2.857142857
P15	0	2.272727273
P15	0	3.703703704
P15	0	2.525252525
P15	0	2.51572327
P15	0	3.278688525
P15	0	1.25984252
P15	0	1.176470588
P15	0	1.315789474
P15	0	6.329113924
P15	0	2.75862069
P15	0	4.225352113
P15	0	4
P15	0	2.07253886
P15	0	2.482269504
P15	0	1.173020528
P15	0	2.877697842
P15	0	3.03030303
P15	0	1.208459215
P15	0	1.612903226
P15	0	1.518438178
P15	0	2.04778157
P15	0	3.260869565
P15	0	6.349206349
P15	0	5.102040816
P15	0	2.325581395
P15	0	1.92926045
P15	0	2.702702703
P15	0	4
P15	0	4.545454545
P15	0	3.787878788
P15	0	2.164502165
P15	0	3.797468354
P15	0	8.823529412
P15	0	2.380952381
P15	0	3.076923077
P15	0	4.615384615
P15	0	4.469273743
P15	0	2.777777778
P15	0	2.602230483
P15	0	3.488372093
P15	0	2.857142857
P15	0	4.705882353
P15	0	4.918032787
P15	0	1.720430108
P15	0	1.208459215
P15	0	3.012048193
P15	0	4.395604396
P15	0	7.042253521
P15	0	3.787878788
P15	0	2.702702703
P15	0	2.150537634
P15	0	2.611940299
P15	0	1.302931596
P15	0	3.305785124
P15	0	2.285714286
P15	0	2.298850575
P15	0	3.389830508
P15	0	5.357142857
P15	0	6.25
P15	0	1.104972376
P15	0	1.875
P15	0	1.377952756
P15	0	1.19047619
P15	0	2.325581395
P15	0	2.18579235
P15	0	2.205882353
P15	0	2.298850575
P15	0	2.525252525
P15	0	1.481481481
P15	0	2.994011976
P15	0	4.054054054
P15	0	3.90625
P15	0	1.57480315
P15	0	3.20855615
P15	0	3.669724771
P15	0	1.606425703
P15	0	4.580152672
P15	0	4.494382022
P15	0	2.580645161
P15	0	3.831417625
P15	0	3.831417625
P15	0	5.93220339
P15	0	2.43902439
P15	0	2.325581395
P15	0	3.90625
P18	3.333333333	4.854368932
P18	37.77777778	0
P18	1.960784314	0
P18	1.355932203	0
P18	25.97402597	0
P18	2.298850575	0
P18	17.47572816	0
P18	36.14457831	38.23529412
P18	13.46938776	10.40723982
P18	39.73799127	0
P18	20.62937063	34.04255319
P18	48.27586207	0
P18	27.41935484	50.74626866
P18	22.52747253	0
P18	16.57458564	39.24050633
P18	2.681992337	0
P18	2.903225806	0
P18	42.42424242	40
P18	2.857142857	0
P18	1.275510204	0
P18	22.72727273	35.29411765
P18	2.298850575	0
P18	2.209944751	0
P18	31.81818182	0
P18	44.11764706	0
P18	19.19191919	0
P18	33.33333333	0
P18	36.84210526	0
P18	30	0
P18	27.08333333	0
P18	36	0
P18	30.37974684	0
P18	25.49019608	42.42424242
P18	31.05022831	0
P18	24.27184466	0
P18	2.259887006	0
P18	24.13793103	35
P18	21.55963303	0
P18	2.051282051	0
P18	15.43026706	0
P18	20.78651685	0
P18	11.94029851	0
P18	2.877697842	0
P18	20.55555556	28.14814815
P18	23.07692308	36.84210526
P18	1.302931596	1.488095238
P18	25.59241706	39.69072165
P18	8.108108108	0
P18	9.523809524	0
P18	1.333333333	0
P18	1.529051988	0
P18	2.352941176	1.351351351
P18	24.77876106	0
P18	17.67068273	0
P18	19.62025316	0
P18	28.64864865	39.80099502
P18	21.23287671	34.04255319
P18	18.60465116	0
P18	1.93236715	0
P18	17.39130435	0
P18	30.55555556	0
P18	7.01754386	0
P18	18.75	0
P18	9.090909091	0
P18	27.02702703	0
P18	3.305785124	0
P18	24.41860465	38.0794702
P18	25	0
P18	20.45454545	0
P18	22.14765101	0
P18	1.142857143	0
P18	1.700680272	0
P18	26.66666667	0
P18	26.31578947	0
P18	16.27118644	0
P18	2.105263158	0
P18	24.21052632	0
P18	24.48979592	0
P18	26.05633803	0
P18	4.864864865	0
P18	25.47528517	0
P18	15	0
P18	21.69811321	41.46341463
P18	1.470588235	0
P18	21.51898734	0
P18	10.54545455	0
P18	1.736111111	0
P18	2.164502165	0
P18	23.33333333	0
P18	9.259259259	0
P18	17.43119266	0
P18	2.325581395	0
P18	29.56521739	0
P18	22.05882353	0
P18	31.33802817	0
P18	26.47058824	0
P18	24	0
